Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_01804	RHAL1_chromosome	1823605	1824378	-	774	1159	738	1166	533	817	736	1010	1400	1310	1035	1505	1089	978	1054	399	1494	2341	1718	1789	893	1436	1358	725	752	684	431	611	901
RHAL1_01805	RHAL1_chromosome	1824434	1826569	-	2136	1058	582	846	755	783	760	1006	1292	1104	914	1390	1114	1110	1479	530	2086	1994	1699	1607	705	1143	1163	1076	1110	896	477	665	899
RHAL1_01806	RHAL1_chromosome	1826614	1827429	-	816	997	513	724	503	594	597	762	910	632	601	1003	776	672	1228	506	1664	987	873	882	528	712	648	1225	1118	843	588	617	961
RHAL1_01807	RHAL1_chromosome	1827511	1828044	-	534	1485	1368	2121	978	1137	1017	1180	1538	1340	1128	1486	1281	1051	1092	505	1481	2481	2070	2166	681	1176	1124	836	782	727	613	941	1191
RHAL1_01808	RHAL1_chromosome	1828228	1831002	+	2775	16123	6092	8332	13395	9902	9998	14683	12868	11884	10180	15589	12171	12549	25863	10264	29895	12060	11631	11436	7387	11838	9929	16246	18071	15758	11377	16181	24117
RHAL1_01809	RHAL1_chromosome	1831077	1833869	+	2793	1680	613	785	1175	964	866	1331	1459	1429	1074	1601	1311	1432	2360	882	2829	1494	1308	1280	854	1244	1161	1717	1503	1260	871	1089	1658
RHAL1_01810	RHAL1_chromosome	1833905	1834333	+	429	572	243	336	2525	355	390	623	527	486	425	469	521	378	638	252	825	477	336	395	244	328	413	378	529	425	361	722	981
RHAL1_01811	RHAL1_chromosome	1834346	1835188	-	843	1366	595	1030	1851	1362	1489	2284	2106	2549	2042	2081	1803	1375	2037	810	2510	1710	1651	1610	1213	1488	1506	1233	1193	1259	809	1262	1583
RHAL1_01812	RHAL1_chromosome	1835337	1836581	+	1245	5649	5674	7126	1621	2970	2858	3734	4045	3589	3366	4932	3884	3123	4482	1623	5562	9709	7297	7995	2634	4942	5102	3544	3158	2700	1820	2747	3902
RHAL1_01813	RHAL1_chromosome	1836607	1838811	-	2205	4387	1522	2080	3087	2889	2970	4394	3167	3222	3346	4309	3361	4168	7640	3545	8669	3289	2725	2742	1767	2576	2290	3595	3830	3551	2130	4116	6588
RHAL1_01814	RHAL1_chromosome	1838913	1839215	-	303	19032	6130	9448	13032	10640	12929	19356	9364	9746	10327	12158	9981	12712	28735	13017	28839	10689	10006	9309	5800	8730	9052	13729	16477	14925	11609	23200	34576
RHAL1_01815	RHAL1_chromosome	1839607	1840701	+	1095	4018	664	1005	2354	1647	1218	2548	1774	1758	1594	1971	1561	3270	5826	1980	7182	1340	1476	1387	772	1059	1134	2758	3093	2354	1409	1689	2267
RHAL1_01816	RHAL1_chromosome	1840873	1843326	+	2454	28584	20607	27626	28781	20957	18900	28673	32868	35739	29768	39526	32729	25699	46983	18383	60266	42892	37616	35113	21332	33794	27824	36436	35638	32463	22316	27775	40553
RHAL1_01817	RHAL1_chromosome	1843409	1843720	-	312	5146	1658	1856	2167	2073	2639	3854	2324	2300	2510	3332	2604	3798	5762	2606	6267	3010	2763	2824	1416	2505	1877	3781	4222	2918	2520	3270	5071
RHAL1_01818	RHAL1_chromosome	1843816	1845015	-	1200	12202	4623	6465	11864	7520	7214	11080	8037	7390	6383	11945	8929	8478	12630	4177	16513	10700	10130	9636	5999	8575	7671	9420	9061	8049	3652	5551	7736
RHAL1_01819	RHAL1_chromosome	1845317	1846054	+	738	2036	549	965	1055	1015	1132	1522	1127	1082	923	1504	1152	1187	3583	1456	4034	1388	1203	1165	896	1243	1134	2610	2694	2327	1033	1531	2419
RHAL1_01820	RHAL1_chromosome	1846177	1846674	+	498	1500	530	725	446	858	723	1195	708	564	679	894	724	810	2023	941	2401	936	869	844	412	641	494	1330	1559	1066	716	1218	1385
RHAL1_01821	RHAL1_chromosome	1846678	1848831	-	2154	8084	4244	5300	7224	5699	5379	8390	8665	7957	6769	9247	7876	7420	10752	4490	14008	8879	9485	8753	4206	6451	6432	7612	7623	6586	4506	7045	9871
RHAL1_01822	RHAL1_chromosome	1848923	1850695	-	1773	986	307	402	399	688	534	784	1029	925	722	1136	803	1030	1402	634	1934	857	763	691	558	810	694	1350	1159	969	435	473	715
RHAL1_01823	RHAL1_chromosome	1850704	1851096	-	393	586	244	337	262	398	391	654	671	525	513	777	524	678	1421	545	1709	917	655	617	407	527	596	1338	1225	950	470	492	783
RHAL1_01824	RHAL1_chromosome	1851252	1852874	+	1623	3773	2135	3197	2920	2408	2171	3199	4728	4337	3310	5922	4617	3185	7579	2767	7471	5433	4691	4473	4806	6241	5531	7660	7863	6226	2406	3691	5291
RHAL1_01825	RHAL1_chromosome	1852967	1853647	-	681	1040	409	401	1896	744	473	1109	234	246	247	322	315	279	514	193	896	567	607	587	108	229	204	313	308	323	473	502	645
RHAL1_01826	RHAL1_chromosome	1853647	1855416	-	1770	1819	601	720	1827	841	641	1285	1158	1035	1007	1194	864	860	1496	592	2313	1298	1226	1452	521	745	860	792	659	603	1216	1312	1832
RHAL1_01827	RHAL1_chromosome	1855530	1855925	+	396	849	288	326	399	302	201	480	290	324	241	383	253	278	490	171	655	465	406	571	176	273	287	301	285	251	227	304	312
RHAL1_01828	RHAL1_chromosome	1855975	1856397	+	423	2489	2548	3623	1138	1069	1025	1368	2197	1782	1855	2780	2260	1326	1925	793	2485	5437	3952	3563	1341	2200	2452	1525	1554	1631	1319	1877	2852
RHAL1_01829	RHAL1_chromosome	1856401	1856832	-	432	2374	1330	2139	1548	1308	1194	1886	1747	1643	1744	2137	1849	1618	3938	1643	5050	2401	2445	2420	1178	2121	2087	2707	3107	2740	2269	2728	3930
RHAL1_01830	RHAL1_chromosome	1857006	1857899	+	894	11623	10918	13559	9838	6463	5180	8928	15441	14761	12763	16182	14116	8377	8759	3696	12946	22387	19482	19375	7099	11056	11440	6166	5580	5841	5308	7746	11308
RHAL1_01831	RHAL1_chromosome	1858087	1858557	-	471	1591	987	1351	1577	995	984	1736	1360	1154	915	1493	1296	1243	2754	1037	3282	1604	1444	1514	711	1249	1119	1717	1698	1598	1180	1663	2089
RHAL1_01832	RHAL1_chromosome	1858627	1859430	-	804	920	407	604	508	522	480	823	894	893	759	966	728	1008	1955	685	2498	869	726	870	439	736	684	1333	1330	902	442	503	665
RHAL1_01833	RHAL1_chromosome	1859625	1860908	+	1284	7053	2836	4050	2549	4448	4484	6741	4983	3859	3038	4808	4033	3664	8764	3603	9266	5425	5598	5580	3129	4808	4440	5652	5639	5283	2644	4563	6808
RHAL1_01834	RHAL1_chromosome	1860913	1861989	-	1077	10997	12722	17016	5283	5336	4631	7026	8674	8141	7282	10605	8822	6095	5294	2270	7383	17739	14849	13679	4958	8161	8334	4351	4068	3826	2625	4401	6173
RHAL1_01835	RHAL1_chromosome	1862071	1862472	-	402	858	553	611	804	753	692	990	865	832	801	920	752	862	1625	722	1754	691	676	629	412	842	533	1043	926	1036	598	1040	1490
RHAL1_01836	RHAL1_chromosome	1862627	1864309	+	1683	11472	6594	11172	22306	8942	8414	12535	26552	40036	36357	30939	25897	20590	35597	13005	48646	16559	15623	14118	19080	22109	20845	24519	24713	22229	10642	16560	20957
RHAL1_01837	RHAL1_chromosome	1864440	1864910	+	471	5226	1547	2395	1779	2583	2591	4101	3300	2714	2696	4052	3372	3082	9263	3936	10660	2697	3375	2903	2261	2931	2774	5089	6413	5362	5979	9103	13099
RHAL1_01838	RHAL1_chromosome	1864913	1865392	+	480	8473	2583	3190	2167	3561	3376	5524	5177	5017	4966	6041	4858	6895	13571	5329	17843	4178	4437	4328	2331	4006	3380	8407	9696	7553	5313	7839	11157
RHAL1_01839	RHAL1_chromosome	1865488	1865928	-	441	3806	2007	3242	2303	2414	2668	4047	4651	5468	5468	7495	5507	5018	7039	2589	10777	4357	3804	3354	3511	4790	3573	6447	5509	3840	1373	2016	2223
RHAL1_01840	RHAL1_chromosome	1866037	1868031	+	1995	7532	5578	7696	8180	5297	5017	7149	8429	8041	6664	10601	8501	4940	9118	3464	11369	8908	7731	7123	4756	6338	6545	5690	5947	6607	9011	14666	21668
RHAL1_01841	RHAL1_chromosome	1868128	1868976	+	849	1429	903	1180	1126	940	809	1184	1376	1126	1025	1388	1287	861	1301	474	1873	1629	1319	1263	736	948	1179	982	828	873	1215	1642	2568
RHAL1_01842	RHAL1_chromosome	1869031	1869483	+	453	573	448	529	398	314	275	508	494	549	433	642	647	542	883	326	1156	873	550	504	355	522	517	610	637	609	253	441	721
RHAL1_01843	RHAL1_chromosome	1869496	1870407	-	912	3109	2176	3202	1008	1535	1441	2213	2456	1951	2073	3166	2155	1968	3274	1541	4066	5908	4614	4736	1714	3037	3057	2426	2661	2417	1396	1797	2664
RHAL1_01844	RHAL1_chromosome	1870609	1871913	+	1305	2148	1109	1467	1282	1574	1316	2088	2442	2090	2066	2950	2232	2401	5154	2018	6372	3044	2785	2692	1700	2315	2315	3494	3293	2905	1776	2231	3279
RHAL1_01845	RHAL1_chromosome	1871933	1873387	-	1455	1575	712	1104	1572	1159	970	1567	1468	1331	1284	1697	1298	1359	3033	914	3519	1243	1171	1075	850	1137	1092	2156	2264	1938	2873	2582	3929
RHAL1_01846	RHAL1_chromosome	1873559	1874176	+	618	1149	387	654	981	796	688	1114	800	860	781	1324	1003	811	1878	656	2455	896	690	636	703	919	653	1973	1804	1351	516	656	925
RHAL1_01847	RHAL1_chromosome	1874182	1874364	-	183	3295	1439	2521	1992	1935	1532	2761	1599	1513	1263	2174	1642	1759	4297	1454	5055	1034	1027	1111	1105	1202	947	2508	2598	1856	1327	1562	2147
RHAL1_01850	RHAL1_chromosome	1875139	1875354	+	216	2332	859	1293	5965	1757	1390	2267	793	824	725	2452	2160	2329	3426	1383	5034	844	805	779	895	1305	691	2449	2354	2021	3166	4108	7042
RHAL1_01851	RHAL1_chromosome	1875360	1875545	-	186	5163	1578	2811	10991	4437	2777	4927	2163	1756	1548	9333	7064	7256	7635	1942	22388	3159	2609	2719	3379	4573	2004	4976	3611	3561	7060	8720	13288
RHAL1_01852	RHAL1_chromosome	1875732	1876979	+	1248	3004	2258	3440	1944	1092	1045	1639	1806	1593	1566	2475	2167	1559	2511	1064	2811	2908	2413	2452	1244	1569	1963	1527	1845	1736	1778	2782	3646
RHAL1_01853	RHAL1_chromosome	1877002	1877877	+	876	5506	1785	3430	6896	3252	4125	5331	3717	4140	4786	8084	7246	6415	25700	9862	26886	3112	2820	2666	4011	4759	4380	17254	24139	17652	5135	13964	16286
RHAL1_01854	RHAL1_chromosome	1877891	1878445	-	555	3798	1136	2237	1232	1944	2086	2747	2531	2787	2329	3694	2692	3940	11989	3985	11807	1578	1497	1690	2522	3562	2297	7870	8642	6340	1982	2551	3441
RHAL1_01855	RHAL1_chromosome	1878775	1879611	+	837	6722	1411	2881	3004	3565	3595	5881	5428	6879	7441	8134	5715	16734	41926	16251	48655	4005	4279	4493	4048	6293	7507	15647	16855	12559	4690	7804	11451
RHAL1_01856	RHAL1_chromosome	1879730	1880380	+	651	2780	926	1845	1369	1670	1790	2733	1774	1695	1996	2834	2087	2787	7253	2745	9550	1779	1634	1526	1632	2056	1815	4572	5177	3771	1378	2186	2590
RHAL1_01857	RHAL1_chromosome	1880410	1881153	-	744	3194	1351	1528	1453	1474	1345	2153	1877	1785	1556	2554	2038	1966	3757	1484	4290	2323	1979	2101	984	1442	1634	2419	2658	2248	1083	2073	2897
RHAL1_01858	RHAL1_chromosome	1881215	1881907	-	693	3966	1684	2194	2818	2195	2077	3199	2053	1679	1492	3031	2592	1849	3879	1489	4792	2409	2268	2044	1213	1764	1594	2740	2869	2543	2067	3619	5091
RHAL1_01859	RHAL1_chromosome	1882185	1883357	+	1173	23252	15901	18123	13520	16614	14820	21620	29321	29521	22892	36718	28612	19905	21339	9236	31303	34148	28568	30075	17526	26398	21764	18476	15788	14344	12994	14213	20903
RHAL1_01860	RHAL1_chromosome	1883405	1884889	+	1485	44318	42786	52355	86607	36636	34018	50197	61814	72097	54641	71841	60034	32923	53398	21416	60260	51866	46832	40552	31866	43822	41856	36964	37720	37882	30537	52630	72825
RHAL1_01861	RHAL1_chromosome	1885062	1885817	+	756	7568	7297	7761	12216	8208	6625	10019	7270	6964	5683	12130	10109	4741	9052	3619	10699	8910	7713	6466	5237	7377	6539	6637	7374	6147	5637	8519	11801
RHAL1_01862	RHAL1_chromosome	1885820	1887175	+	1356	4890	3644	4303	3677	4564	3946	5929	6580	4975	4094	10036	7455	3563	7403	3081	8739	7093	5628	5080	4227	5727	5239	6949	5832	5002	3398	4219	5936
RHAL1_01863	RHAL1_chromosome	1887348	1888589	+	1242	8922	7176	8983	10532	6630	6716	9893	8798	7384	6121	13880	11160	5288	12597	4885	14280	9571	8506	7167	6824	9469	7896	10390	9885	8792	7455	9734	13840
RHAL1_01864	RHAL1_chromosome	1888600	1888983	+	384	4427	3962	5193	3123	3124	2569	4072	5089	4988	3649	6052	4725	2916	3064	1348	4035	6420	5307	5123	2721	4823	4353	2479	2509	2324	1168	2036	3025
RHAL1_01865	RHAL1_chromosome	1889005	1890282	-	1278	9301	5520	5143	2327	3793	2714	4217	3924	3122	2538	3814	3024	2379	3002	1095	3797	6285	6793	6351	2063	4647	3360	1982	1688	1590	2311	3015	4684
RHAL1_01866	RHAL1_chromosome	1890392	1890679	-	288	2181	946	1034	305	705	447	781	527	391	371	731	565	389	532	239	646	344	326	452	284	342	296	413	359	405	430	638	989
RHAL1_01867	RHAL1_chromosome	1890747	1891808	-	1062	624	284	492	587	408	383	533	566	511	496	693	526	446	1038	443	1220	787	649	562	469	700	673	850	683	712	473	543	793
RHAL1_01868	RHAL1_chromosome	1891867	1892751	-	885	987	479	713	724	762	784	999	1305	1102	926	1369	1148	1096	1634	639	2150	1381	1122	1239	679	1037	1005	1217	1073	1029	617	758	1057
RHAL1_01869	RHAL1_chromosome	1892893	1893864	+	972	5894	1970	3663	2508	5200	5219	7022	6636	7496	6967	11975	7781	7940	18404	6895	25078	5604	4746	4862	6966	9560	6393	18990	16556	11531	2112	2933	3925
RHAL1_01870	RHAL1_chromosome	1894163	1894834	+	672	3321	1464	1931	4979	2303	2471	3370	2356	2508	2037	2646	2080	2385	6241	2434	5825	2501	2291	2180	1545	2368	2295	3486	4199	3469	4030	7016	10354
RHAL1_01872	RHAL1_chromosome	1895032	1896129	-	1098	3997	1226	2036	1393	1994	1826	2622	2180	2155	1954	2936	2174	2164	6045	1657	6466	3485	3176	3203	1768	2680	2670	4299	5458	4280	2919	3671	5018
RHAL1_01873	RHAL1_chromosome	1896360	1896587	+	228	2257	1328	1813	2225	1100	1152	1594	2068	2327	1884	1964	1723	1918	4276	1562	4558	2262	2163	2027	1199	1912	1729	2298	2619	2484	1684	2733	4108
RHAL1_01874	RHAL1_chromosome	1896745	1896978	+	234	3198	1263	2403	17667	3010	2855	4723	3816	4828	4812	4633	4091	5540	8865	3111	13522	2848	3145	3271	2506	3811	3102	4375	5047	4501	2707	4212	5544
RHAL1_01875	RHAL1_chromosome	1897102	1897326	+	225	1186	562	622	7012	1071	991	1493	1236	1357	1243	1566	1313	1769	1943	706	2760	870	803	838	806	1064	839	1277	1394	1091	1063	1477	2146
RHAL1_01876	RHAL1_chromosome	1897339	1898292	-	954	3476	1727	2177	2362	2127	1983	2956	3089	2950	2472	3123	2559	2824	6081	2408	7772	3733	3293	3053	1989	3111	2744	4329	4367	3965	3025	4088	6180
RHAL1_01877	RHAL1_chromosome	1898417	1899088	-	672	34911	16667	19976	58873	23292	21327	35611	51102	53208	51372	49070	45696	53476	115924	44557	156890	53661	55629	50583	20533	35492	37067	70231	73026	69651	53494	74293	106958
RHAL1_01878	RHAL1_chromosome	1899524	1900318	-	795	1748	643	766	938	909	838	1332	1373	1311	1165	1799	1384	1527	2168	792	2795	1441	1169	1316	730	928	987	1376	1292	1092	777	990	1455
RHAL1_01879	RHAL1_chromosome	1900315	1901109	-	795	2192	983	1292	1136	1216	1244	1836	2733	2875	2470	2846	2246	2098	2725	949	3695	2524	1896	1883	1462	2196	2072	1641	1553	1535	1281	1406	2226
RHAL1_01880	RHAL1_chromosome	1901114	1902691	-	1578	5161	2002	2999	3057	2722	2770	3875	3356	3199	3002	4078	3399	4137	7985	3015	9767	3548	3538	2990	2538	3233	3295	4979	5165	4586	3443	5484	7780
RHAL1_01881	RHAL1_chromosome	1902688	1903749	-	1062	449	185	307	299	240	219	307	419	411	321	537	441	401	585	353	833	550	378	365	290	356	438	539	620	523	284	381	653
RHAL1_01882	RHAL1_chromosome	1903909	1905135	+	1227	4160	4099	5078	1166	2335	2194	3163	3689	3405	3639	4434	3145	2652	1942	840	3088	7619	5648	5484	2261	3285	3403	1999	1839	1603	883	1179	1451
RHAL1_01883	RHAL1_chromosome	1905110	1905583	-	474	1373	957	1432	1040	856	682	1244	1146	1169	1057	1400	1006	1032	1918	753	2529	1424	1132	1255	663	1049	901	1187	1347	1168	709	1082	1642
RHAL1_01884	RHAL1_chromosome	1905635	1906063	-	429	258	158	221	105	154	109	253	325	261	251	323	220	254	394	171	547	378	290	277	140	268	269	360	158	147	224	251	387
RHAL1_01886	RHAL1_chromosome	1906690	1906995	-	306	2087	809	1263	1572	1237	1286	1910	1583	1735	1351	1716	1328	1644	5153	2084	5039	1290	1255	1374	987	1595	1322	3168	4165	3403	2176	3492	5149
RHAL1_01888	RHAL1_chromosome	1907246	1907692	-	447	839	668	1110	805	518	508	870	1514	1645	1299	1492	1320	877	1376	528	1910	1388	1435	1158	819	1028	1059	886	1111	1092	972	1202	1721
RHAL1_01889	RHAL1_chromosome	1907922	1908062	+	141	134	18	46	52	71	83	103	67	98	87	170	112	120	271	103	293	59	65	48	65	130	59	233	275	160	42	58	92
RHAL1_01890	RHAL1_chromosome	1908059	1908196	+	138	15	7	16	31	13	17	32	14	11	26	17	18	15	35	16	37	11	9	6	9	16	15	33	31	17	9	9	18
RHAL1_01891	RHAL1_chromosome	1908193	1908636	+	444	509	299	419	968	530	585	963	723	851	693	786	602	580	1069	343	1159	706	644	582	566	779	583	698	701	672	451	699	761
RHAL1_01892	RHAL1_chromosome	1908814	1909479	-	666	7907	6655	7830	12900	6790	5924	10218	15875	28725	24847	10358	10199	17595	12201	3977	16865	7854	7961	8227	5776	11722	6459	3564	4199	4870	8808	14356	18775
RHAL1_01893	RHAL1_chromosome	1909927	1910073	-	147	2606	1088	1409	769	1030	1100	1555	1234	1133	1034	1277	1144	1150	4606	1713	4832	1192	1104	1150	698	972	954	2640	3380	2712	2773	3866	5109
RHAL1_01895	RHAL1_chromosome	1910418	1910612	+	195	6524	1229	1477	942	2758	2264	4153	2695	1924	2350	2175	1591	3311	3812	1793	5466	3303	3497	3989	815	1717	1401	2732	2652	2318	1446	1733	2380
RHAL1_01896	RHAL1_chromosome	1910629	1911327	-	699	4519	4473	4304	2050	2328	1833	2766	2642	2364	2123	2341	1950	1534	1226	491	1678	5649	4361	4930	1619	3010	2641	1006	947	876	1187	1848	2687
RHAL1_01897	RHAL1_chromosome	1911773	1913905	-	2133	21174	20832	33235	20035	11507	11287	17087	17220	17738	14771	20005	17999	12212	16642	6430	18580	26447	22712	19366	10035	14266	17313	9167	9855	10445	15440	25562	35964
RHAL1_01898	RHAL1_chromosome	1914090	1914899	-	810	2946	2046	2296	1492	1936	1699	2620	5667	5672	4174	5306	3856	3556	3837	1676	5174	5721	4124	4354	2882	3901	4004	3221	2452	2441	1264	1512	2282
RHAL1_01899	RHAL1_chromosome	1914896	1915564	-	669	4186	2140	3551	1433	2372	2454	3431	4333	4056	4133	4517	3216	3208	4485	1941	5900	4701	3831	4223	2983	4557	3197	4201	3644	3005	1341	1273	1740
RHAL1_01900	RHAL1_chromosome	1915607	1915978	-	372	9253	1504	3418	2398	6688	6909	9515	3043	3671	3457	4756	3921	4541	8727	3356	9511	1869	2218	2118	2845	4425	3018	7548	7599	5841	1138	2002	2688
RHAL1_01901	RHAL1_chromosome	1916150	1916539	-	390	1794	1824	2336	1546	1081	953	1423	2761	2806	2241	2696	2024	1830	1411	495	1640	2446	2184	2008	1417	2234	1816	864	918	962	778	1152	1504
RHAL1_01902	RHAL1_chromosome	1916590	1917648	+	1059	26972	25011	29823	18854	14166	12406	18565	26200	22770	19133	26735	22208	14526	11172	4624	15609	36515	34732	34659	13233	21542	18952	8285	7984	7819	6999	9996	13524
RHAL1_01903	RHAL1_chromosome	1917794	1917991	+	198	2877	1309	1815	2527	2812	2207	3657	4348	4502	4502	5627	3610	4304	3910	1794	6031	6989	4647	4128	4907	6396	4456	3844	2637	2050	321	418	450
RHAL1_01904	RHAL1_chromosome	1918104	1918331	-	228	856	365	540	1033	1238	865	1312	1530	1623	1354	1760	1263	1061	1181	478	1364	1688	1161	1148	1341	1535	947	1026	823	599	244	372	381
RHAL1_01905	RHAL1_chromosome	1918632	1920035	+	1404	886	560	766	532	628	575	805	857	820	809	1006	884	670	1158	371	1415	1198	934	948	530	828	844	848	766	644	574	655	1033
RHAL1_01906	RHAL1_chromosome	1920010	1920357	-	348	288	292	221	151	153	161	193	122	128	135	202	111	127	87	65	180	248	235	160	81	173	110	125	72	49	66	83	146
RHAL1_01907	RHAL1_chromosome	1920691	1921788	-	1098	12712	13950	18585	4578	5521	4645	6948	11706	10916	9886	12018	9535	7456	6226	2424	8546	21211	17668	17923	6670	12432	10405	4639	3965	4617	4784	6020	8483
RHAL1_01908	RHAL1_chromosome	1921970	1922725	+	756	1075	382	772	408	692	650	887	779	730	691	1315	928	941	2245	889	2957	725	630	633	659	969	709	1639	1851	1303	423	664	1033
RHAL1_01909	RHAL1_chromosome	1922873	1923118	+	246	2311	764	1063	2482	995	859	1582	1138	1030	903	1220	1082	978	3866	1593	4348	1039	1212	1385	583	768	777	1624	2005	2171	2331	2691	4588
RHAL1_01910	RHAL1_chromosome	1923115	1924302	+	1188	6157	2549	2851	12099	4915	3021	6392	3913	3574	3286	4127	3509	3805	9885	4150	12928	3938	3955	4163	1852	2671	2624	4286	5021	5025	4536	6870	11180
RHAL1_01911	RHAL1_chromosome	1924357	1925268	+	912	6640	2946	3753	13586	4182	3115	6023	4264	3570	3373	4939	4245	3584	6547	2836	8660	5816	5404	5114	2583	3908	3903	2990	3074	2954	3478	5140	8085
RHAL1_01912	RHAL1_chromosome	1925276	1926250	+	975	5145	2040	2609	16594	2863	1839	4211	2653	2447	2344	3120	2837	2798	6337	2540	7957	2487	2658	2812	1355	1910	2148	2513	3071	2929	3446	5342	8258
RHAL1_01913	RHAL1_chromosome	1926290	1928710	+	2421	4185	3262	4510	4086	2366	2050	3445	5109	4372	4029	5939	4797	2738	3164	1298	4367	5633	4381	3892	2544	3035	3042	2023	1881	1876	1580	2038	2913
RHAL1_01914	RHAL1_chromosome	1928770	1929045	+	276	18692	21836	30751	13483	8516	7486	12782	33148	36369	24290	34441	28458	12243	11128	4654	11569	21991	18768	14950	11440	14133	13528	7635	7564	7210	4961	8711	13995
RHAL1_01915	RHAL1_chromosome	1929096	1929353	-	258	132058	220530	339083	107903	52247	39616	69077	175065	244069	202241	192079	160239	69304	35811	14845	48043	149607	140159	123563	63108	77495	84461	18904	16996	18666	38151	53301	71893
RHAL1_01916	RHAL1_chromosome	1929436	1930113	-	678	1032	449	633	637	596	685	917	920	972	852	1355	1030	1073	2414	896	2669	817	791	830	696	953	766	1590	1882	1536	587	930	1406
RHAL1_01917	RHAL1_chromosome	1930296	1930589	+	294	19249	20807	24865	6139	5484	5107	6426	11296	9687	8974	11157	9273	6656	8324	3401	12690	30347	29496	30061	7644	15923	15357	5413	5339	5677	7074	10474	15107
RHAL1_01918	RHAL1_chromosome	1930599	1932257	+	1659	48682	62353	66023	23062	15915	13765	20773	21098	20290	17827	23284	20681	15597	20604	8139	24836	57724	51367	46607	13277	24444	24583	12743	13199	12915	16250	28815	40267
RHAL1_01919	RHAL1_chromosome	1932244	1932978	+	735	17754	23433	25343	7312	6089	5191	8192	9474	10215	8863	11907	10140	6966	9481	3730	11625	25097	20518	19587	6501	11359	10581	6345	5624	5457	5846	10549	15948
RHAL1_01920	RHAL1_chromosome	1932978	1933472	+	495	3743	4237	4707	1359	1294	1184	1722	1930	1555	1357	2304	2082	1552	1730	709	2218	4697	3682	3497	899	1825	1626	1061	1051	933	1336	1980	2753
RHAL1_01921	RHAL1_chromosome	1933526	1934086	+	561	59205	56624	73574	51284	41041	36198	57049	96397	133731	97691	115448	100165	62397	51739	21141	64681	83317	75031	60999	51018	65544	68045	36969	29153	33017	30400	47309	68964
RHAL1_01922	RHAL1_chromosome	1934116	1934514	+	399	17836	16065	25112	15023	11808	10697	17271	24491	32450	24794	26413	21846	12836	12532	5192	14828	21556	18353	15911	11320	16040	16405	8066	7105	8610	7370	13464	19424
RHAL1_01923	RHAL1_chromosome	1934511	1935338	-	828	5513	4085	5601	4351	3564	3243	5048	5378	5299	4205	5960	5061	3724	5130	2112	6219	5593	4871	4183	3167	4268	4299	3331	3515	3262	2925	3901	5651
