locus_tag,length,genes,EC,product [prokka],KO,product [KEGG],annotation [KEGG GENES ]
RHAL1_02045,1485,bepC, ,Outer membrane efflux protein BepC,K12340,outer membrane protein,K12340 outer membrane protein 
RHAL1_02046,711, , ,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,K00573,protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77],K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77] 
RHAL1_02047,567, , ,hypothetical protein,,,no KO assigned 
RHAL1_02048,492, , ,hypothetical protein,,,no KO assigned 
RHAL1_02049,867, , ,Peptidase,,,no KO assigned 
RHAL1_02050,582, , ,hypothetical protein,,,no KO assigned 
RHAL1_02051,705, , ,DnaA protein,,,no KO assigned 
RHAL1_02052,1182, , ,AI-2E family transporter,K03548,putative permease,no KO assigned 
RHAL1_02053,579, , ,HTH-type transcriptional regulator,,,no KO assigned 
RHAL1_02054,1497,nmoT_5, ,transposase,,,no KO assigned 
RHAL1_02055,741, , ,ATPase,,,no KO assigned 
RHAL1_02056,747, , ,hypothetical protein,,,no KO assigned 
RHAL1_02057,1629,pyrG,6.3.4.2,CTP synthetase,K01937,CTP synthase [EC:6.3.4.2],K01937 CTP synthase [EC:6.3.4.2] 
RHAL1_02058,756, , ,hypothetical protein,,,no KO assigned 
RHAL1_02059,423,ndk,2.7.4.6,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase,K00940,nucleoside-diphosphate kinase [EC:2.7.4.6],K00940 nucleoside-diphosphate kinase [EC:2.7.4.6] 
RHAL1_02060,1326, , ,putative peptidoglycan binding domain-containing protein,K21470,"L,D-transpeptidase YcbB","K21470 L,D-transpeptidase YcbB "
RHAL1_02061,507, , ,MarR family transcriptional regulator,,,no KO assigned 
RHAL1_02062,447, , ,hypothetical protein,,,no KO assigned 
RHAL1_02063,963,yqjG_1, ,S-transferase,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],K07393 glutathionyl-hydroquinone reductase [EC:1.8.5.7] 
RHAL1_02064,1329,rarA, ,Replication-associated recombination protein A,K07478,putative ATPase,K07478 putative ATPase 
RHAL1_02065,954, , ,Divinyl chlorophyllide a 8-vinyl-reductase,K19073,divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75],K19073 divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75] 
RHAL1_02066,897, , ,hypothetical protein,K08994,ion channel-forming bestrophin family protein,K08994 ion channel-forming bestrophin family protein 
RHAL1_02067,936, , ,LysR family transcriptional regulator,K18297,"LysR family transcriptional regulator, mexEF-oprN operon transcriptional acti",no KO assigned 
RHAL1_02068,228, , ,hypothetical protein,,,no KO assigned 
RHAL1_02069,684, , ,Chromosome partitioning protein,,,K03496 chromosome partitioning protein 
RHAL1_02070,237, , ,Glutathione S-transferase,,,no KO assigned 
RHAL1_02071,1524, , ,Carboxypeptidase C (Cathepsin A),,,no KO assigned 
RHAL1_02072,2343, , ,putative Diguanylate cyclase domain protein,,,no KO assigned 
RHAL1_02073,74, , ,tRNA-Gly(tcc),,,K14225 tRNA Gly 
RHAL1_02074,663,bioD,6.3.3.3,ATP-dependent dethiobiotin synthetase BioD,K01935,dethiobiotin synthetase [EC:6.3.3.3],K01935 dethiobiotin synthetase [EC:6.3.3.3] 
RHAL1_02075,1149, ,2.3.1.47,8-amino-7-oxononanoate synthase,,,K00652 8-amino-7-oxononanoate synthase [EC:2.3.1.47] 
RHAL1_02076,1305,bioA,2.6.1.62,"7,8-diaminopelargonic acid synthase, PLP-dependent",K00833,adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62],K00833 adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62] 
RHAL1_02077,168, , ,hypothetical protein,,,no KO assigned 
RHAL1_02078,2247, , ,Xanthine dehydrogenase YagR molybdenum-binding subunit,K11177,xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4],K11177 xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4] 
RHAL1_02079,1053,yagS_2, ,putative oxidoreductase with FAD-binding domain protein,K11178,xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4],K11178 xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4] 
RHAL1_02080,498, , ,Xanthine dehydrogenase YagT iron-sulfur-binding subunit,K13483,xanthine dehydrogenase YagT iron-sulfur-binding subunit,K13483 xanthine dehydrogenase YagT iron-sulfur-binding subunit 
RHAL1_02081,1155, , ,putative oxidoreductase,,,K22879 FAD-dependent urate hydroxylase [EC:1.14.13.113] 
RHAL1_02082,1338, , ,hypothetical protein,,,no KO assigned 
RHAL1_02083,570,rplI, ,50S ribosomal protein L9,K02939,large subunit ribosomal protein L9,K02939 large subunit ribosomal protein L9 
RHAL1_02084,1086, , ,hypothetical protein,,,no KO assigned 
RHAL1_02085,243,rpsR, ,30S ribosomal subunit protein S18,K02963,small subunit ribosomal protein S18,K02963 small subunit ribosomal protein S18 
RHAL1_02086,417,rpsF, ,30S ribosomal protein S6,K02990,small subunit ribosomal protein S6,K02990 small subunit ribosomal protein S6 
RHAL1_02087,864, , ,hypothetical protein,,,no KO assigned 
RHAL1_02088,1212, , ,hypothetical protein,,,no KO assigned 
RHAL1_02089,4212,rpoC,2.7.7.6,DNA-directed RNA polymerase beta' chain (Transcriptase beta' chain) (RNA polymerase beta'subunit),K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],K03046 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] 
RHAL1_02090,2994,rpoB_1,2.7.7.6,"RNA polymerase, beta subunit",K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],K03043 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] 
RHAL1_02091,1143,rpoB_2,2.7.7.6,"RNA polymerase, beta subunit",,,no KO assigned 
RHAL1_02092,381,rplL, ,50S ribosomal subunit protein L7/L12,K02935,large subunit ribosomal protein L7/L12,K02935 large subunit ribosomal protein L7/L12 
RHAL1_02093,525,rplJ, ,50S ribosomal protein L10,K02864,large subunit ribosomal protein L10,K02864 large subunit ribosomal protein L10 
RHAL1_02094,708,rplA, ,50S ribosomal subunit protein L1,K02863,large subunit ribosomal protein L1,K02863 large subunit ribosomal protein L1 
RHAL1_02095,432,rplK, ,50S ribosomal protein L11,K02867,large subunit ribosomal protein L11,K02867 large subunit ribosomal protein L11 
RHAL1_02096,534,nusG, ,transcription termination factor,K02601,transcription termination/antitermination protein NusG,K02601 transcription termination/antitermination protein NusG 
RHAL1_02097,192,secE, ,Protein translocase subunit SecE,K03073,preprotein translocase subunit SecE,K03073 preprotein translocase subunit SecE 
RHAL1_02098,231, , ,protein of unknown function,,,no KO assigned 
RHAL1_02099,420, , ,Thioredoxin,,,K03671 thioredoxin 1 
RHAL1_02100,591, , ,Rhodanese,,,no KO assigned 
RHAL1_02101,828, , ,Sulfur oxidation protein SoxZ,K17226,sulfur-oxidizing protein SoxY,K17226 sulfur-oxidizing protein SoxY 
RHAL1_02102,951, , ,Quinoprotein relay system zinc metallohydrolase 2,,,no KO assigned 
RHAL1_02103,573, , ,"Transcriptional regulator, TetR family",K16137,"TetR/AcrR family transcriptional regulator, transcriptional repressor for nem","K16137 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon "
RHAL1_02104,672, , ,Disulfide bond formation protein DsbA,,,no KO assigned 
RHAL1_02105,324, , ,XdhC and CoxI family protein,K07402,xanthine dehydrogenase accessory factor,no KO assigned 
RHAL1_02106,711, , ,XdhC/CoxF family protein,K07402,xanthine dehydrogenase accessory factor,K07402 xanthine dehydrogenase accessory factor 
RHAL1_02107,1017, , ,Molybdopterin-binding protein,,,K07141 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76] 
RHAL1_02108,600, , ,hypothetical protein,K07141,molybdenum cofactor cytidylyltransferase [EC:2.7.7.76],K07141 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76] 
RHAL1_02109,915,tsf, ,protein chain elongation factor EF-Ts,K02357,elongation factor Ts,K02357 elongation factor Ts 
RHAL1_02110,1053,rpsB, ,30S ribosomal protein S2,K02967,small subunit ribosomal protein S2,K02967 small subunit ribosomal protein S2 
RHAL1_02111,900,cyoA,1.10.3.-,cytochrome o ubiquinol oxidase subunit II,K02297,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],K02297 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3] 
RHAL1_02112,2634, , ,Cytochrome bb3 quinol oxidase subunit 1 apoprotein,K02298|K02299 ,cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]|cytochrome o ubiquinol oxidase subunit III ,K02298 cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3] 
RHAL1_02113,429, , ,Cytochrome bb3 quinol oxidase subunit 4,K02300,cytochrome o ubiquinol oxidase subunit IV,K02300 cytochrome o ubiquinol oxidase subunit IV 
RHAL1_02114,675, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_02115,765, , ,Transcriptional regulator,,,no KO assigned 
RHAL1_02116,405, , ,Zinc-finger protein,,,no KO assigned 
RHAL1_02117,144, , ,hypothetical protein,,,no KO assigned 
RHAL1_02118,924,glyQ,6.1.1.14,"glycine tRNA synthetase, alpha subunit",K01878,glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],K01878 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14] 
RHAL1_02119,213, , ,hypothetical protein,,,no KO assigned 
RHAL1_02120,1311, , ,hypothetical protein,,,no KO assigned 
RHAL1_02121,132, , ,hypothetical protein,,,no KO assigned 
RHAL1_02122,1362, , ,MFS transporter,K02575,"MFS transporter, NNP family, nitrate/nitrite transporter","K02575 MFS transporter, NNP family, nitrate/nitrite transporter "
RHAL1_02123,474, , ,Copper resistance protein,,,no KO assigned 
RHAL1_02124,1245, , ,"Glucose/arabinose dehydrogenase, beta-propeller fold",,,no KO assigned 
RHAL1_02125,330, , ,Cytochrome c family protein,,,no KO assigned 
RHAL1_02126,1974,acsA,6.2.1.16,Acetoacetyl-coenzyme A synthetase,K01907,acetoacetyl-CoA synthetase [EC:6.2.1.16],K01907 acetoacetyl-CoA synthetase [EC:6.2.1.16] 
RHAL1_02127,336, , ,hypothetical protein,,,no KO assigned 
RHAL1_02128,408, , ,Glc operon protein GlcG,K11477,glc operon protein GlcG,K11477 glc operon protein GlcG 
RHAL1_02129,387, , ,hypothetical protein,,,no KO assigned 
RHAL1_02130,273, , ,hypothetical protein,,,no KO assigned 
RHAL1_02131,531, , ,Peroxiredoxin,K03564,peroxiredoxin Q/BCP [EC:1.11.1.15],K03564 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24] 
RHAL1_02132,90, , ,tRNA-Ser(tga),,,K14233 tRNA Ser 
RHAL1_02133,132, , ,protein of unknown function,,,no KO assigned 
RHAL1_02134,771, , ,hypothetical protein,,,no KO assigned 
RHAL1_02135,468, , ,protein of unknown function,,,no KO assigned 
RHAL1_02136,2295, , ,Diguanylate cyclase domain protein,,,no KO assigned 
RHAL1_02137,852, , ,putative DSF synthase,K13816,DSF synthase,K13816 DSF synthase 
RHAL1_02138,1704, , ,hypothetical protein,K12574,ribonuclease J [EC:3.1.-.-],K12574 ribonuclease J [EC:3.1.-.-] 
RHAL1_02139,711, , ,Cysteine hydrolase,K23359,biuret amidohydrolase [EC:3.5.1.84],K23359 biuret amidohydrolase [EC:3.5.1.84] 
RHAL1_02140,1026,amiF,3.5.1.49,Formamidase,,,K01455 formamidase [EC:3.5.1.49] 
RHAL1_02141,1299, , ,Cytosine permease,K10974,cytosine permease,K10974 cytosine permease 
RHAL1_02142,1461, ,3.5.1.4,putative amidase,K01426|K02433 ,amidase [EC:3.5.1.4]|aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 ,no KO assigned 
RHAL1_02143,666, , ,XRE family transcriptional regulator,,,no KO assigned 
RHAL1_02144,504, , ,General stress protein 26,,,no KO assigned 
RHAL1_02145,813, , ,putative Transcriptional regulatory protein,,,no KO assigned 
RHAL1_02146,2154, , ,putative Thiol:disulfide interchange protein,K08344,suppressor for copper-sensitivity B,K08344 suppressor for copper-sensitivity B 
RHAL1_02147,684, , ,Dimethyl sulfoxide reductase,,,no KO assigned 
RHAL1_02148,246, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_02149,633, , ,Cobalt transporter,,,no KO assigned 
RHAL1_02150,222, , ,hypothetical protein,,,no KO assigned 
RHAL1_02151,729,recO, ,DNA repair protein RecO,K03584,DNA repair protein RecO (recombination protein O),K03584 DNA repair protein RecO (recombination protein O) 
RHAL1_02152,1785,ilvI,2.2.1.6,"acetolactate synthase III, large subunit",K01652,acetolactate synthase I/II/III large subunit [EC:2.2.1.6],K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6] 
RHAL1_02153,558,ilvH,2.2.1.6,"acetolactate synthase III, thiamin-dependent, small subunit",K01653,acetolactate synthase I/III small subunit [EC:2.2.1.6],K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6] 
RHAL1_02154,885, , ,Acyltransferase,,,no KO assigned 
RHAL1_02155,1020,ilvC,1.1.1.86,acetohydroxy acid isomeroreductase and 2-dehydropantoate 2-reductase,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],K00053 ketol-acid reductoisomerase [EC:1.1.1.86] 
RHAL1_02156,555, , ,hypothetical protein,,,no KO assigned 
RHAL1_02157,1188, , ,putative Cellulose biosynthesis protein CelD,,,no KO assigned 
RHAL1_02158,654, , ,hypothetical protein,,,no KO assigned 
RHAL1_02159,2289,maeB,1.1.1.40,putative fused malic enzyme oxidoreductase ; putative phosphotransacetylase,K00029,malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],K00029 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] 
RHAL1_02160,765, , ,Methyltransferase,,,no KO assigned 
RHAL1_02161,225, , ,hypothetical protein,,,no KO assigned 
RHAL1_02162,1014,ispB,2.5.1.90,Octaprenyl diphosphate synthase,K02523,octaprenyl-diphosphate synthase [EC:2.5.1.90],K02523 octaprenyl-diphosphate synthase [EC:2.5.1.90] 
RHAL1_02163,312, , ,protein of unknown function,,,no KO assigned 
RHAL1_02164,1230, , ,Cell wall hydrolase SleB,K01449,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],no KO assigned 
RHAL1_02165,471, , ,hypothetical protein,K09958,uncharacterized protein,K09958 uncharacterized protein 
RHAL1_02166,318, , ,hypothetical protein,,,no KO assigned 
RHAL1_02167,2703,ppdK,2.7.9.1,"Pyruvate, phosphate dikinase",K01006,"pyruvate, orthophosphate dikinase [EC:2.7.9.1]","K01006 pyruvate, orthophosphate dikinase [EC:2.7.9.1] "
RHAL1_02168,573, , ,hypothetical protein,,,no KO assigned 
RHAL1_02169,801,dxs_1,2.2.1.7,1-deoxy-D-xylulose-5-phosphate synthase,K01662,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],no KO assigned 
RHAL1_02170,1137,dxs_2,2.2.1.7,1-deoxy-D-xylulose-5-phosphate synthase,K01662,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],K01662 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7] 
RHAL1_02171,495, , ,"Catechol 2,3-dioxygenase",K07104,"catechol 2,3-dioxygenase [EC:1.13.11.2]","K07104 catechol 2,3-dioxygenase [EC:1.13.11.2] "
RHAL1_02172,933, , ,hypothetical protein,,,no KO assigned 
RHAL1_02173,192,rpmF, ,50S ribosomal subunit protein L32,K02911,large subunit ribosomal protein L32,K02911 large subunit ribosomal protein L32 
RHAL1_02174,420, , ,hypothetical protein,,,no KO assigned 
RHAL1_02175,1104,leuB,1.1.1.85,3-isopropylmalate dehydrogenase,K00052,3-isopropylmalate dehydrogenase [EC:1.1.1.85],K00052 3-isopropylmalate dehydrogenase [EC:1.1.1.85] 
RHAL1_02176,378, , ,hypothetical protein,,,no KO assigned 
RHAL1_02177,2283,parC,5.6.2.3,DNA topoisomerase 4 subunit A,K02621,topoisomerase IV subunit A [EC:5.6.2.2],K02621 topoisomerase IV subunit A [EC:5.6.2.2] 
RHAL1_02178,258, , ,hypothetical protein,,,no KO assigned 
RHAL1_02179,447, , ,MarR family transcriptional regulator,,,no KO assigned 
RHAL1_02180,1203, , ,hypothetical protein,,,no KO assigned 
RHAL1_02181,699, , ,Glutathione S-transferase,K00799,glutathione S-transferase [EC:2.5.1.18],K00799 glutathione S-transferase [EC:2.5.1.18] 
RHAL1_02182,477, , ,3-demethylubiquinone-9 3-methyltransferase,,,no KO assigned 
RHAL1_02183,1209,ccrM,2.1.1.72,Modification methylase BabI,K00571|K13581 ,site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]|modification methylase [EC:2.1.1.72] ,K13581 modification methylase [EC:2.1.1.72] 
RHAL1_02184,627,rnhB,3.1.26.4,"ribonuclease HII, degrades RNA of DNA-RNA hybrids",K03470,ribonuclease HII [EC:3.1.26.4],K03470 ribonuclease HII [EC:3.1.26.4] 
RHAL1_02185,489, , ,hypothetical protein,,,no KO assigned 
RHAL1_02186,1269,yybF, ,putative MFS-type transporter YybF,K08224,"MFS transporter, YNFM family, putative membrane transport protein","K08224 MFS transporter, YNFM family, putative membrane transport protein "
RHAL1_02187,555,dhfrIII,1.5.1.3,Dihydrofolate reductase type 3,K00287,dihydrofolate reductase [EC:1.5.1.3],K00287 dihydrofolate reductase [EC:1.5.1.3] 
RHAL1_02188,1938, , ,hypothetical protein,K07180,serine protein kinase,K07180 serine protein kinase 
RHAL1_02189,1320, , ,hypothetical protein,K09786,uncharacterized protein,K09786 uncharacterized protein 
RHAL1_02190,1545, , ,hypothetical protein,K06415,stage V sporulation protein R,K06415 stage V sporulation protein R 
RHAL1_02191,2754,glnE,2.7.7.42,Glutamine synthetase adenylyl-L-tyrosine phosphorylase / Glutamine synthetase adenylyl transferase,K00982,[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-,K00982 [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosp
RHAL1_02192,98, , ,tRNA-Ala(tgc),,,no KO assigned 
RHAL1_02193,1506, , ,Pyridine nucleotide-disulfide oxidoreductase,K22747,apoptosis-inducing factor 3,K22747 apoptosis-inducing factor 3 
RHAL1_02194,918,era, ,GTPase Era,K03595,GTPase,K03595 GTPase 
RHAL1_02195,738,rnc,3.1.26.3,Ribonuclease 3,K03685,ribonuclease III [EC:3.1.26.3],K03685 ribonuclease III [EC:3.1.26.3] 
RHAL1_02196,825, ,3.4.21.89,Signal peptidase I,K03100,signal peptidase I [EC:3.4.21.89],K03100 signal peptidase I [EC:3.4.21.89] 
RHAL1_02197,429,acpS,2.7.8.7,Holo-[acyl-carrier-protein] synthase,K00997,holo-[acyl-carrier protein] synthase [EC:2.7.8.7],K00997 holo-[acyl-carrier protein] synthase [EC:2.7.8.7] 
RHAL1_02198,747,pdxJ, ,pyridoxine 5'-phosphate synthase,K03474,pyridoxine 5-phosphate synthase [EC:2.6.99.2],K03474 pyridoxine 5-phosphate synthase [EC:2.6.99.2] 
RHAL1_02199,2262,rsh,2.7.6.5,GTP pyrophosphokinase rsh,K00951,GTP pyrophosphokinase [EC:2.7.6.5],"K01139 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"
RHAL1_02200,396,rpoZ,2.7.7.6,DNA-directed RNA polymerase subunit omega,K03060,DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],K03060 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6] 
RHAL1_02201,615, , ,NYN domain-containing protein,,,no KO assigned 
RHAL1_02202,654,udgb,3.2.2.-,Type-5 uracil-DNA glycosylase,K21929,uracil-DNA glycosylase [EC:3.2.2.27],K21929 uracil-DNA glycosylase [EC:3.2.2.27] 
RHAL1_02203,474,smpB, ,SsrA-binding protein,K03664,SsrA-binding protein,K03664 SsrA-binding protein 
RHAL1_02204,108,dapA,4.3.3.7,4-hydroxy-tetrahydrodipicolinate synthase,,,no KO assigned 
RHAL1_02205,2307, , ,Lytic transglycosylase catalytic,K08309,soluble lytic murein transglycosylase [EC:4.2.2.-],K08309 soluble lytic murein transglycosylase [EC:4.2.2.-] 
RHAL1_02206,387, , ,Response regulator receiver protein,,,no KO assigned 
RHAL1_02207,894, , ,Pimeloyl-ACP methyl ester carboxylesterase,,,no KO assigned 
RHAL1_02208,94, , ,tRNA-Ser(gct),,,no KO assigned 
RHAL1_02209,552, , ,hypothetical protein,,,no KO assigned 
RHAL1_02210,324, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_02211,342, , ,Histone protein (fragment),,,no KO assigned 
RHAL1_02212,1488,gatB,6.3.5.-,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,K02434,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6,K02434 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7] 
RHAL1_02213,375, , ,hypothetical protein,,,no KO assigned 
RHAL1_02214,297, , ,Nucleotidyltransferase,K07075,uncharacterized protein,K07075 uncharacterized protein 
RHAL1_02215,1860,aspS,6.1.1.23,Aspartate--tRNA(Asp/Asn) ligase,K01876,aspartyl-tRNA synthetase [EC:6.1.1.12],K01876 aspartyl-tRNA synthetase [EC:6.1.1.12] 
RHAL1_02216,795, , ,hypothetical protein,,,no KO assigned 
RHAL1_02217,1332,proS,6.1.1.15,Proline--tRNA ligase,K01881,prolyl-tRNA synthetase [EC:6.1.1.15],K01881 prolyl-tRNA synthetase [EC:6.1.1.15] 
RHAL1_02218,1011, , ,hypothetical protein,K07001,NTE family protein,no KO assigned 
RHAL1_02219,1476, ,2.3.1.-,putative enzyme,,,no KO assigned 
RHAL1_02220,1074, , ,2-nitropropane dioxygenase,K00459,nitronate monooxygenase [EC:1.13.12.16],K00459 nitronate monooxygenase [EC:1.13.12.16] 
RHAL1_02221,717,lipB,2.3.1.181,Octanoyltransferase,K03801,lipoyl(octanoyl) transferase [EC:2.3.1.181],K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181] 
RHAL1_02222,1506, , ,Chemotaxis protein,K03406,methyl-accepting chemotaxis protein,K03406 methyl-accepting chemotaxis protein 
RHAL1_02223,3573, , ,hypothetical protein,,,no KO assigned 
